model,year,price,transmission,mileage,fuelType,mpg,finance_monthly,lease_monthly,horsepower
Yaris,2017,11195,Manual,13252,Gasoline,56.5,204.48,188.8,111
Yaris,2019,12295,Manual,9816,Gasoline,47.9,224.57,205.38,111
Yaris,2019,12495,Manual,9473,Gasoline,47.9,228.23,208.4,111
Yaris,2019,12495,Manual,9347,Gasoline,47.9,228.23,208.4,111
Yaris,2015,7495,Manual,21063,Gasoline,66,136.9,133.03,72
Yaris,2017,9290,Manual,21506,Gasoline,58,169.69,160.09,99
Yaris,2018,13290,Automatic,8996,Hybrid,76.3,242.75,220.38,116
Yaris,2016,9290,Manual,33965,Gasoline,55,169.69,160.09,99
Yaris,2016,12000,Automatic,25596,Hybrid,78,219.19,200.94,116
Yaris,2018,14495,Automatic,11883,Hybrid,76.3,264.76,238.55,116
Yaris,2019,14290,Automatic,5896,Gasoline,47.9,261.01,235.46,111
Yaris,2017,10000,Manual,14702,Gasoline,58.9,182.65,170.79,111
Yaris,2018,10000,Manual,32996,Gasoline,47.1,182.65,170.79,111
Yaris,2017,11650,Manual,10000,Gasoline,56.5,212.79,195.66,111
Yaris,2019,12200,Manual,4986,Gasoline,47.9,222.84,203.95,111
Yaris,2018,10000,Manual,31922,Gasoline,58.9,182.65,170.79,111
Yaris,2017,10590,Manual,14361,Gasoline,58.9,193.43,179.68,111
Yaris,2017,9000,Manual,17109,Gasoline,58,164.39,155.72,99
Yaris,2018,13790,Automatic,12996,Hybrid,76.3,251.88,227.92,116
Yaris,2015,10490,Automatic,32000,Hybrid,86,191.6,178.18,116
Yaris,2017,10690,Manual,5196,Gasoline,58.9,195.26,181.19,111
Yaris,2018,13200,Automatic,30000,Hybrid,67.3,241.1,219.03,116
Yaris,2017,8000,Manual,43000,Gasoline,58.9,146.12,140.64,111
Yaris,2016,11795,Automatic,39842,Hybrid,78,215.44,197.85,116
Yaris,2017,10795,Manual,12091,Gasoline,58.9,197.18,182.77,111
Yaris,2017,11995,Manual,3325,Gasoline,56.5,219.09,200.86,111
Yaris,2018,11800,Manual,6174,Gasoline,58.9,215.53,197.92,111
Yaris,2016,12690,Automatic,22362,Hybrid,78,231.79,211.34,116
Yaris,2013,8900,Automatic,49989,Hybrid,76.3,162.56,154.21,116
Yaris,2017,13490,Automatic,20000,Hybrid,78,246.4,223.4,116
Yaris,2017,14200,Manual,5764,Gasoline,56.5,259.37,234.1,111
Yaris,2017,14595,Automatic,27787,Hybrid,78,266.58,240.06,116
Yaris,2017,10000,Manual,18250,Gasoline,58.9,182.65,170.79,111
Yaris,2017,10000,Manual,25996,Gasoline,58.9,182.65,170.79,111
Yaris,2017,9495,Manual,31044,Gasoline,58.9,173.43,163.18,111
Yaris,2017,9000,Manual,28916,Gasoline,65.7,164.39,155.72,72
Yaris,2017,13995,Automatic,7284,Hybrid,78,255.63,231.01,116
Yaris,2014,7400,Manual,37709,Gasoline,52.3,135.16,131.6,99
Yaris,2018,11200,Manual,9643,Gasoline,58.9,204.57,188.88,111
Yaris,2016,10290,Automatic,22894,Gasoline,58,187.95,175.16,99
Yaris,2017,9890,Manual,25006,Gasoline,55,180.65,169.13,99
Yaris,2015,6290,Manual,28896,Gasoline,66,114.89,114.86,72
Yaris,2019,12495,Automatic,6000,Gasoline,47.9,228.23,208.4,111
Yaris,2019,12495,Automatic,6000,Gasoline,47.9,228.23,208.4,111
Yaris,2015,12995,Automatic,30856,Hybrid,78,237.36,215.94,116
Yaris,2015,7995,Manual,18700,Gasoline,58,146.03,140.57,99
Yaris,2016,7495,Manual,28443,Gasoline,66,136.9,133.03,72
Yaris,2017,10495,Manual,13101,Gasoline,56.5,191.7,178.25,111
Yaris,2018,10995,Manual,17334,Gasoline,58.9,200.83,185.79,111
Yaris,2013,8495,Automatic,72472,Hybrid,80.7,155.17,148.1,116
Yaris,2017,9995,Manual,10260,Gasoline,65.7,182.56,170.71,72
Yaris,2018,10200,Manual,18593,Gasoline,58.9,186.31,173.8,111
Yaris,2016,15895,Automatic,11340,Hybrid,78,290.33,259.65,116
Yaris,2016,11995,Automatic,13467,Hybrid,86,219.09,200.86,116
Yaris,2019,14295,Automatic,11465,Gasoline,47.9,261.11,235.53,111
Yaris,2018,12495,Manual,9891,Gasoline,58.9,228.23,208.4,111
Yaris,2019,13995,Manual,4998,Gasoline,47.9,255.63,231.01,111
Yaris,2014,7995,Semi-Auto,48050,Gasoline,55.4,146.03,140.57,99
Yaris,2018,10750,Manual,9643,Gasoline,58.9,196.35,182.1,111
Yaris,2016,8200,Manual,32190,Gasoline,58,149.78,143.66,99
Yaris,2016,8995,Manual,10290,Gasoline,58,164.3,155.64,99
Yaris,2018,14195,Automatic,1562,Gasoline,47.1,259.28,234.03,111
Yaris,2018,12590,Manual,9683,Gasoline,47.1,229.96,209.83,111
Yaris,2018,14700,Automatic,6775,Hybrid,76.3,268.5,241.64,116
Yaris,2017,9995,Manual,35597,Gasoline,58.9,182.56,170.71,111
Yaris,2016,8490,Manual,24700,Gasoline,55,155.07,148.03,99
Yaris,2014,8995,Automatic,46839,Hybrid,80.7,164.3,155.64,116
Yaris,2018,11195,Manual,1000,Gasoline,58.9,204.48,188.8,111
Yaris,2018,10600,Manual,12189,Gasoline,47.1,193.61,179.83,111
Yaris,2019,11800,Manual,4036,Gasoline,47.9,215.53,197.92,111
Yaris,2018,9595,Manual,20740,Gasoline,65.7,175.26,164.68,72
Yaris,2016,6995,Manual,50096,Gasoline,66,127.77,125.49,72
Yaris,2017,11795,Automatic,13093,Hybrid,86,215.44,197.85,116
Yaris,2017,9495,Manual,22465,Gasoline,55,173.43,163.18,99
Yaris,2017,10350,Manual,26791,Gasoline,58.9,189.05,176.07,111
Yaris,2019,13750,Manual,9100,Gasoline,47.9,251.15,227.32,111
Yaris,2015,11750,Automatic,17250,Hybrid,76.3,214.62,197.17,116
Yaris,2018,11800,Manual,8736,Gasoline,56.5,215.53,197.92,111
Yaris,2017,11300,Manual,14150,Gasoline,56.5,206.4,190.39,111
Yaris,2019,12000,Manual,9070,Gasoline,47.9,219.19,200.94,111
Yaris,2017,9495,Manual,46706,Gasoline,58.9,173.43,163.18,111
Yaris,2018,11900,Manual,5691,Gasoline,47.1,217.36,199.43,111
Yaris,2017,14995,Automatic,6150,Hybrid,78,273.89,246.09,116
Yaris,2017,8995,Manual,13659,Gasoline,58,164.3,155.64,99
Yaris,2019,12500,Manual,11772,Gasoline,47.9,228.32,208.48,111
Yaris,2016,7995,Manual,36788,Gasoline,58,146.03,140.57,99
Yaris,2018,9995,Manual,10128,Gasoline,58.9,182.56,170.71,111
Yaris,2014,9450,Automatic,61042,Hybrid,80.7,172.61,162.5,116
Yaris,2017,10550,Manual,5951,Gasoline,58.9,192.7,179.08,111
Yaris,2016,9995,Manual,17660,Gasoline,55,182.56,170.71,99
Yaris,2018,11000,Manual,13283,Gasoline,58.9,200.92,185.86,111
Yaris,2018,10995,Manual,11112,Gasoline,58.9,200.83,185.79,111
Yaris,2018,10995,Manual,13607,Gasoline,58.9,200.83,185.79,111
Yaris,2016,11995,Automatic,12567,Hybrid,78,219.09,200.86,116
Yaris,2017,8995,Manual,18888,Gasoline,58.9,164.3,155.64,111
Yaris,2018,9995,Manual,9279,Gasoline,56.5,182.56,170.71,111
Yaris,2018,11995,Automatic,30184,Hybrid,76.3,219.09,200.86,116
Yaris,2015,8995,Automatic,36111,Hybrid,86,164.3,155.64,116
Yaris,2018,8995,Manual,23111,Gasoline,65.7,164.3,155.64,72
Yaris,2018,9995,Manual,17211,Gasoline,58.9,182.56,170.71,111
Yaris,2018,17495,Automatic,24616,Gasoline,60.1,319.55,283.77,111
Yaris,2014,8000,Semi-Auto,48200,Gasoline,55.4,146.12,140.64,99
Yaris,2018,8995,Manual,41855,Gasoline,58.9,164.3,155.64,111
Yaris,2016,7995,Manual,17279,Gasoline,58,146.03,140.57,99
Yaris,2016,7995,Manual,15122,Gasoline,58,146.03,140.57,99
Yaris,2018,12995,Automatic,9989,Hybrid,76.3,237.36,215.94,116
Yaris,2017,12995,Automatic,8748,Hybrid,76.3,237.36,215.94,116
Yaris,2018,11695,Automatic,14655,Gasoline,60.1,213.61,196.34,111
Yaris,2018,11995,Automatic,15432,Hybrid,76.3,219.09,200.86,116
Yaris,2017,10495,Automatic,15237,Gasoline,58,191.7,178.25,99
Yaris,2018,9995,Manual,26522,Gasoline,58.9,182.56,170.71,111
Yaris,2017,10995,Automatic,9851,Gasoline,60.1,200.83,185.79,111
Yaris,2018,9495,Manual,31255,Gasoline,47.1,173.43,163.18,111
Yaris,2018,9995,Manual,22889,Gasoline,56.5,182.56,170.71,111
Yaris,2018,11995,Automatic,10512,Gasoline,60.1,219.09,200.86,111
Yaris,2017,10995,Automatic,25823,Hybrid,86,200.83,185.79,116
Yaris,2017,10995,Automatic,22909,Hybrid,86,200.83,185.79,116
Yaris,2017,10995,Automatic,24100,Hybrid,86,200.83,185.79,116
Yaris,2017,10995,Automatic,23802,Hybrid,86,200.83,185.79,116
Yaris,2017,12695,Automatic,20275,Hybrid,78,231.88,211.41,116
Yaris,2017,8268,Manual,34039,Gasoline,58,151.02,144.68,99
Yaris,2018,9995,Manual,20020,Gasoline,47.1,182.56,170.71,111
Yaris,2016,9995,Automatic,41111,Hybrid,86,182.56,170.71,116
Yaris,2017,12995,Automatic,11521,Hybrid,76.3,237.36,215.94,116
Yaris,2019,18868,Automatic,9991,Hybrid,76.3,344.63,304.47,116
Yaris,2018,10995,Manual,10513,Gasoline,58.9,200.83,185.79,111
Yaris,2018,14991,Automatic,7906,Gasoline,60.1,273.82,246.02,111
Yaris,2017,12795,Automatic,24683,Hybrid,76.3,233.71,212.92,116
Yaris,2017,11995,Automatic,21709,Hybrid,86,219.09,200.86,116
Yaris,2019,14995,Manual,1899,Gasoline,47.9,273.89,246.09,111
Yaris,2018,9830,Manual,35000,Gasoline,47.1,179.55,168.23,111
Yaris,2019,11995,Manual,7885,Gasoline,47.9,219.09,200.86,111
Yaris,2016,6997,Manual,52667,Gasoline,66,127.8,125.52,72
Yaris,2016,10795,Automatic,26599,Gasoline,55,197.18,182.77,99
Yaris,2016,8995,Manual,41074,Gasoline,58,164.3,155.64,99
Yaris,2019,11733,Manual,7414,Gasoline,47.9,214.31,196.91,111
Yaris,2019,12795,Manual,50,Gasoline,47.9,233.71,212.92,111
Yaris,2018,10721,Manual,18946,Gasoline,58.9,195.82,181.66,111
Yaris,2018,10378,Manual,13049,Gasoline,58.9,189.56,176.49,111
Yaris,2016,12191,Automatic,30338,Hybrid,86,222.67,203.82,116
Yaris,2019,11641,Manual,7640,Gasoline,47.9,212.63,195.53,111
Yaris,2019,11585,Manual,10842,Gasoline,47.9,211.61,194.68,111
Yaris,2018,11975,Automatic,20415,Gasoline,60.1,218.73,200.56,111
Yaris,2017,14122,Automatic,17212,Hybrid,78,257.95,232.93,116
Yaris,2016,8982,Manual,33204,Gasoline,55,164.06,155.44,99
Yaris,2015,12721,Automatic,24654,Hybrid,78,232.36,211.81,116
Yaris,2019,13671,Automatic,11970,Hybrid,76.3,249.71,226.13,116
Yaris,2016,10584,Automatic,11903,Gasoline,58,193.32,179.59,99
Yaris,2019,10610,Manual,7885,Gasoline,47.9,193.8,179.98,111
Yaris,2015,8632,Manual,15636,Gasoline,55,157.67,150.17,99
Yaris,2019,11426,Manual,9721,Gasoline,47.9,208.7,192.29,111
Yaris,2019,10660,Manual,6020,Gasoline,47.9,194.71,180.74,111
Yaris,2019,10660,Manual,5988,Gasoline,47.9,194.71,180.74,111
Yaris,2019,10660,Manual,7869,Gasoline,47.9,194.71,180.74,111
Yaris,2018,13480,Automatic,10403,Hybrid,76.3,246.22,223.25,116
Yaris,2013,5995,Manual,44797,Gasoline,51.4,109.5,110.42,99
Yaris,2017,10999,Automatic,33710,Gasoline,60.1,200.9,185.85,111
Yaris,2017,9902,Manual,26308,Gasoline,58.9,180.86,169.31,111
Yaris,2015,7633,Manual,29400,Gasoline,55,139.42,135.11,99
Yaris,2017,11800,Manual,28544,Gasoline,56.5,215.53,197.92,111
Yaris,2016,13995,Automatic,37865,Hybrid,78,255.63,231.01,116
Yaris,2016,6987,Manual,50980,Gasoline,58,127.62,125.37,99
Yaris,2019,11779,Manual,7452,Gasoline,47.9,215.15,197.61,111
Yaris,2018,13252,Automatic,16921,Hybrid,76.3,242.05,219.81,116
Yaris,2016,8477,Manual,41240,Gasoline,55,154.84,147.83,99
Yaris,2017,10744,Automatic,13874,Gasoline,58,196.24,182,99
Yaris,2018,10684,Manual,9321,Gasoline,58.9,195.15,181.1,111
Yaris,2017,11326,Automatic,21916,Gasoline,60.1,206.87,190.78,111
Yaris,2015,11157,Automatic,35841,Hybrid,78,203.79,188.23,116
Yaris,2018,9386,Manual,28112,Gasoline,58.9,171.44,161.53,111
Yaris,2015,8772,Manual,17750,Gasoline,55,160.22,152.28,99
Yaris,2016,9436,Manual,6553,Gasoline,58,172.35,162.29,99
Yaris,2016,11091,Automatic,53222,Hybrid,78.5,202.58,187.24,116
Yaris,2017,9707,Manual,16845,Gasoline,58.9,177.3,166.37,111
Yaris,2019,13039,Manual,11102,Gasoline,47.9,238.16,216.6,111
Yaris,2018,10707,Manual,18256,Gasoline,56.5,195.57,181.45,111
Yaris,2017,8994,Manual,19678,Gasoline,58,164.28,155.62,99
Yaris,2016,12500,Automatic,20216,Hybrid,78,228.32,208.48,116
Yaris,2016,13534,Automatic,9857,Hybrid,78,247.21,224.06,116
Yaris,2017,8253,Manual,28698,Gasoline,58,150.75,144.45,99
Yaris,2019,13458,Automatic,3456,Gasoline,47.9,245.82,222.92,111
Yaris,2019,11895,Manual,9034,Gasoline,47.9,217.27,199.36,111
Yaris,2018,9899,Manual,27855,Gasoline,58.9,180.81,169.27,111
Yaris,2016,11295,Automatic,27500,Hybrid,78,206.31,190.31,116
Yaris,2015,9995,Automatic,50033,Hybrid,86,182.56,170.71,116
Yaris,2018,10795,Manual,22164,Gasoline,58.9,197.18,182.77,111
Yaris,2019,12171,Manual,4263,Gasoline,47.9,222.31,203.52,111
Yaris,2018,10515,Manual,22978,Gasoline,58.9,192.06,178.55,111
Yaris,2017,9750,Manual,13297,Gasoline,58.9,178.09,167.02,111
Yaris,2017,8950,Manual,35137,Gasoline,55,163.48,154.96,99
Yaris,2019,14295,Automatic,3150,Hybrid,76.3,261.11,235.53,116
Yaris,2018,14895,Automatic,11125,Hybrid,67.3,272.06,244.58,116
Yaris,2016,9395,Manual,2845,Gasoline,58,171.6,161.67,99
Yaris,2017,10247,Manual,19205,Gasoline,58.9,187.17,174.51,111
Yaris,2018,12995,Automatic,14274,Gasoline,47.1,237.36,215.94,111
Yaris,2017,12222,Automatic,28290,Hybrid,86,223.24,204.28,116
Yaris,2015,7295,Manual,17511,Gasoline,66,133.25,130.01,72
Yaris,2019,14369,Manual,9413,Gasoline,47.9,262.46,236.65,111
Yaris,2016,8150,Manual,25234,Gasoline,58,148.86,142.9,99
Yaris,2019,13299,Automatic,2999,Gasoline,47.9,242.91,220.52,111
Yaris,2016,11300,Automatic,29931,Hybrid,86,206.4,190.39,116
Yaris,2018,10850,Manual,10741,Gasoline,47.1,198.18,183.6,111
Yaris,2017,10250,Manual,19195,Gasoline,55,187.22,174.56,99
Yaris,2020,19276,Automatic,3113,Gasoline,47.9,352.09,299.75,111
Yaris,2019,12750,Automatic,4256,Gasoline,47.9,232.88,212.24,111
Yaris,2016,10950,Automatic,15031,Gasoline,55,200.01,185.11,99
Yaris,2019,12750,Automatic,3970,Gasoline,47.9,232.88,212.24,111
Yaris,2019,12650,Manual,3033,Gasoline,47.9,231.06,210.74,111
Yaris,2019,11450,Manual,3696,Gasoline,47.9,209.14,192.65,111
Yaris,2019,11750,Manual,8935,Gasoline,47.9,214.62,197.17,111
Yaris,2019,11750,Manual,5496,Gasoline,47.9,214.62,197.17,111
Yaris,2019,11750,Manual,11444,Gasoline,47.9,214.62,197.17,111
Yaris,2018,10800,Manual,16704,Gasoline,56.5,197.27,182.85,111
Yaris,2019,13489,Automatic,2250,Gasoline,47.9,246.38,223.38,111
Yaris,2018,10250,Manual,14600,Gasoline,58.9,187.22,174.56,111
Yaris,2017,9325,Manual,29600,Gasoline,58.9,170.33,160.61,111
Yaris,2020,14995,Manual,1985,Gasoline,47.9,273.89,237.63,111
Yaris,2019,12995,Manual,1442,Gasoline,47.9,237.36,215.94,111
Yaris,2017,9250,Manual,9100,Gasoline,58,168.96,159.48,99
Yaris,2018,11975,Automatic,13692,Gasoline,60.1,218.73,200.56,111
Yaris,2017,8250,Manual,36104,Gasoline,58,150.69,144.41,99
Yaris,2017,10450,Manual,12017,Gasoline,55,190.87,177.57,99
Yaris,2016,10700,Automatic,44571,Hybrid,78,195.44,181.34,116
Yaris,2017,13995,Automatic,19280,Hybrid,78,255.63,231.01,116
Yaris,2019,9950,Manual,10225,Gasoline,56.5,181.74,170.04,72
Yaris,2017,10750,Manual,18121,Gasoline,56.5,196.35,182.1,111
Yaris,2019,11995,Manual,15000,Gasoline,47.9,219.09,200.86,111
Yaris,2019,14582,Manual,12600,Gasoline,47.9,266.35,239.86,111
Yaris,2017,10125,Manual,13000,Gasoline,55,184.94,172.67,99
Yaris,2018,12995,Manual,8500,Gasoline,47.1,237.36,215.94,111
Yaris,2017,13200,Automatic,6400,Hybrid,76.3,241.1,219.03,116
Yaris,2019,12150,Manual,8788,Gasoline,47.9,221.93,203.2,111
Yaris,2019,12150,Manual,9469,Gasoline,47.9,221.93,203.2,111
Yaris,2019,12450,Manual,6271,Gasoline,47.9,227.41,207.72,111
Yaris,2019,11750,Manual,8394,Gasoline,47.9,214.62,197.17,111
Yaris,2019,11450,Manual,13228,Gasoline,47.9,209.14,192.65,111
Yaris,2019,12750,Automatic,6199,Gasoline,47.9,232.88,212.24,111
Yaris,2019,12750,Automatic,5286,Gasoline,47.9,232.88,212.24,111
Yaris,2017,10595,Manual,15000,Gasoline,55,193.52,179.76,99
Yaris,2019,14495,Manual,100,Gasoline,47.9,264.76,238.55,111
Yaris,2019,14495,Manual,100,Gasoline,47.9,264.76,238.55,111
Yaris,2019,15495,Manual,2500,Gasoline,47.9,283.02,253.62,111
Yaris,2017,10995,Manual,4500,Gasoline,58,200.83,185.79,99
Yaris,2019,12550,Manual,1974,Gasoline,47.9,229.23,209.23,111
Yaris,2016,12695,Automatic,27878,Hybrid,86,231.88,211.41,116
Yaris,2017,10995,Manual,21100,Gasoline,56.5,200.83,185.79,111
Yaris,2017,12950,Automatic,11752,Hybrid,86,236.54,215.26,116
Yaris,2019,13800,Automatic,1000,Gasoline,47.9,252.06,228.07,111
Yaris,2017,9500,Manual,15027,Gasoline,58,173.52,163.25,99
Yaris,2017,14500,Automatic,12000,Hybrid,76.3,264.85,238.62,116
Yaris,2014,12250,Automatic,29440,Hybrid,78,223.75,204.71,116
Yaris,2018,10395,Manual,11100,Gasoline,47.1,189.87,176.74,111
Yaris,2016,14995,Automatic,16387,Hybrid,86,273.89,246.09,116
Yaris,2017,10150,Automatic,80000,Hybrid,76.3,185.39,173.05,116
Yaris,2017,12000,Automatic,29257,Gasoline,58,219.19,200.94,99
Yaris,2016,14000,Automatic,12493,Hybrid,78,255.72,231.09,116
Yaris,2017,13500,Automatic,14500,Gasoline,60.1,246.58,223.55,111
Yaris,2017,13875,Automatic,47517,Hybrid,67.3,253.43,229.2,116
Yaris,2016,11500,Automatic,20718,Hybrid,86,210.05,193.4,116
Yaris,2017,9300,Manual,41054,Gasoline,58,169.87,160.24,99
Yaris,2016,11895,Automatic,23000,Hybrid,86,217.27,199.36,116
Yaris,2015,9300,Manual,28836,Gasoline,55,169.87,160.24,99
Yaris,2019,12000,Manual,12034,Gasoline,47.9,219.19,200.94,111
Yaris,2018,10500,Manual,16800,Gasoline,47.1,191.79,178.33,111
Yaris,2018,11000,Manual,32819,Gasoline,56.5,200.92,185.86,111
Yaris,2018,10295,Manual,11450,Gasoline,58.9,188.04,175.24,111
Yaris,2017,12500,Automatic,13458,Hybrid,86,228.32,208.48,116
Yaris,2014,9000,Automatic,40000,Hybrid,80.7,164.39,155.72,116
Yaris,2016,8995,Manual,24000,Gasoline,58,164.3,155.64,99
Yaris,2014,9500,Automatic,42000,Hybrid,80.7,173.52,163.25,116
Yaris,2016,9000,Manual,23759,Gasoline,55,164.39,155.72,99
Yaris,2019,10495,Manual,9045,Gasoline,49.6,191.7,178.25,72
Yaris,2018,13885,Automatic,11656,Hybrid,76.3,253.62,229.35,116
Yaris,2018,9789,Manual,17217,Gasoline,58.9,178.8,167.61,111
Yaris,2015,7999,Automatic,48160,Gasoline,58,146.11,140.63,99
Yaris,2017,9299,Manual,6312,Gasoline,58.9,169.85,160.22,111
Yaris,2015,6350,Manual,23690,Gasoline,66,115.99,115.77,72
Yaris,2019,11499,Manual,6514,Gasoline,47.9,210.03,193.39,111
Yaris,2019,11984,Automatic,22000,Gasoline,47.9,218.89,200.7,111
Yaris,2015,10498,Automatic,19597,Hybrid,86,191.75,178.3,116
Yaris,2019,14249,Automatic,18500,Hybrid,76.3,260.26,234.84,116
Yaris,2019,11850,Manual,5855,Gasoline,58.9,216.45,198.68,111
Yaris,2016,9700,Manual,19000,Gasoline,58,177.18,166.27,99
Yaris,2019,11795,Manual,6434,Gasoline,47.9,215.44,197.85,111
Yaris,2019,11799,Manual,6896,Gasoline,47.9,215.51,197.91,111
Yaris,2016,7710,Manual,19900,Gasoline,66,140.83,136.27,72
Yaris,2014,5795,Manual,39000,Gasoline,58,105.85,107.4,99
Yaris,2017,11490,Automatic,10122,Gasoline,60.1,209.87,193.25,111
Yaris,2015,12850,Automatic,24165,Hybrid,78,234.71,213.75,116
Yaris,2017,7350,Manual,55104,Gasoline,58,134.25,130.84,99
Yaris,2019,11949,Manual,100,Gasoline,47.9,218.25,200.17,111
Yaris,2017,10890,Manual,6294,Gasoline,56.5,198.91,184.21,111
Yaris,2014,9650,Automatic,46510,Hybrid,78,176.26,165.51,116
Yaris,2018,10990,Manual,14072,Gasoline,58.9,200.74,185.71,111
Yaris,2019,12487,Manual,3950,Gasoline,47.9,228.08,208.28,111
Yaris,2019,12990,Manual,25,Gasoline,47.9,237.27,215.86,111
Yaris,2018,12495,Manual,14322,Gasoline,47.1,228.23,208.4,111
Yaris,2016,12995,Automatic,41143,Hybrid,86,237.36,215.94,116
Yaris,2016,11000,Automatic,25750,Hybrid,86,200.92,185.86,116
Yaris,2019,11790,Manual,8799,Gasoline,47.9,215.35,197.77,111
Yaris,2015,7750,Manual,32590,Gasoline,55,141.56,136.87,99
Yaris,2013,5500,Manual,47988,Gasoline,52.3,100.46,102.96,99
Yaris,2017,9657,Manual,25683,Gasoline,55,176.39,165.62,99
Yaris,2015,8200,Manual,17305,Gasoline,58,149.78,143.66,99
Yaris,2013,8995,Automatic,36500,Hybrid,80.7,164.3,155.64,116
Yaris,2017,12000,Automatic,17409,Hybrid,86,219.19,200.94,116
Yaris,2015,8650,Automatic,45000,Gasoline,58,158,150.44,99
Yaris,2015,7290,Manual,48344,Gasoline,58,133.16,129.94,99
Yaris,2014,9595,Automatic,46344,Hybrid,86,175.26,164.68,116
Yaris,2018,10495,Manual,12066,Gasoline,48.7,191.7,178.25,72
Yaris,2019,12905,Manual,2847,Gasoline,47.9,235.72,214.58,111
Yaris,2014,7058,Manual,36992,Gasoline,58.9,128.92,126.44,72
Yaris,2017,12790,Automatic,33659,Hybrid,86,233.62,212.85,116
Yaris,2017,13750,Automatic,32398,Hybrid,76.3,251.15,227.32,116
Yaris,2016,11475,Automatic,19464,Hybrid,86,209.6,193.02,116
Yaris,2019,12000,Manual,9600,Gasoline,47.9,219.19,200.94,111
Yaris,2019,12390,Manual,12410,Gasoline,47.9,226.31,206.82,111
Yaris,2019,11780,Manual,11990,Gasoline,47.9,215.17,197.62,111
Yaris,2019,11790,Manual,10701,Gasoline,47.9,215.35,197.77,111
Yaris,2019,11990,Manual,10091,Gasoline,47.9,219,200.79,111
Yaris,2019,11495,Manual,8303,Gasoline,47.9,209.96,193.33,111
Yaris,2014,7750,Manual,54225,Gasoline,55,141.56,136.87,99
Yaris,2018,13363,Automatic,17306,Hybrid,76.3,244.08,221.48,116
Yaris,2018,13795,Automatic,11133,Hybrid,76.3,251.97,228,116
Yaris,2017,10495,Manual,14401,Gasoline,58.9,191.7,178.25,111
Yaris,2013,6295,Manual,40940,Gasoline,52.3,114.98,114.94,99
Yaris,2015,12995,Automatic,20004,Hybrid,78,237.36,215.94,116
Yaris,2018,10995,Manual,14301,Gasoline,58.9,200.83,185.79,111
Yaris,2015,9131,Automatic,23271,Gasoline,58,166.78,157.69,99
Yaris,2014,11995,Automatic,7881,Hybrid,76.3,219.09,200.86,116
Yaris,2018,13495,Automatic,15750,Gasoline,47.1,246.49,223.47,111
Yaris,2014,9749,Automatic,39800,Hybrid,80.7,178.07,167.01,116
Yaris,2016,11401,Automatic,20674,Hybrid,86,208.24,191.91,116
Yaris,2014,6895,Manual,55000,Gasoline,55,125.94,123.98,99
Yaris,2017,9420,Manual,21691,Gasoline,58,172.06,162.05,99
Yaris,2015,7495,Manual,41629,Gasoline,55,136.9,133.03,99
Yaris,2015,10995,Automatic,49479,Hybrid,78,200.83,185.79,116
Yaris,2016,12695,Automatic,44186,Hybrid,78,231.88,211.41,116
Yaris,2016,8295,Manual,2700,Gasoline,58,151.51,145.09,99
Yaris,2015,10195,Automatic,43500,Hybrid,86,186.22,173.73,116
Yaris,2016,9490,Manual,14800,Gasoline,55,173.34,163.1,99
Yaris,2015,9995,Automatic,39000,Hybrid,86,182.56,170.71,116
Yaris,2016,8895,Manual,14600,Gasoline,66,162.47,154.13,72
Yaris,2018,11885,Manual,18610,Gasoline,56.5,217.09,199.2,111
Yaris,2017,10790,Automatic,18633,Hybrid,86,197.08,182.7,116
Yaris,2018,13895,Automatic,10571,Gasoline,60.1,253.8,229.5,111
Yaris,2017,9995,Manual,30778,Gasoline,56.5,182.56,170.71,111
Yaris,2017,9990,Automatic,5626,Gasoline,58,182.47,170.64,99
Yaris,2018,11395,Manual,7102,Gasoline,47.1,208.14,191.82,111
Yaris,2019,12795,Automatic,13000,Gasoline,47.9,233.71,212.92,111
Yaris,2014,6491,Manual,34000,Gasoline,55,118.56,117.89,99
Yaris,2018,10895,Manual,36413,Gasoline,58.9,199,184.28,111
Yaris,2018,13995,Automatic,12000,Hybrid,76.3,255.63,231.01,116
Yaris,2016,14295,Automatic,13432,Hybrid,78,261.11,235.53,116
Yaris,2019,14995,Automatic,3546,Gasoline,47.9,273.89,246.09,111
Yaris,2016,13690,Manual,12444,Gasoline,55,250.05,226.41,99
Yaris,2014,8795,Semi-Auto,30121,Gasoline,55.4,160.64,152.63,99
Yaris,2018,14695,Automatic,1219,Gasoline,47.1,268.41,241.56,111
Yaris,2015,11995,Automatic,12600,Hybrid,86,219.09,200.86,116
Yaris,2019,11491,Manual,1905,Gasoline,49.6,209.89,193.27,72
Yaris,2018,10991,Manual,14999,Gasoline,56.5,200.76,185.73,111
Yaris,2019,11980,Manual,9870,Gasoline,47.9,218.82,200.64,111
Yaris,2019,13790,Manual,4589,Gasoline,47.9,251.88,227.92,111
Yaris,2020,12495,Manual,4895,Gasoline,49.6,228.23,201.36,72
Yaris,2019,15491,Automatic,6113,Gasoline,47.9,282.95,253.56,111
Yaris,2019,11991,Manual,5000,Gasoline,47.9,219.02,200.8,111
Yaris,2019,13491,Manual,3000,Gasoline,47.9,246.42,223.41,111
Yaris,2017,8900,Manual,24000,Gasoline,58,162.56,154.21,99
Yaris,2016,9991,Automatic,69588,Hybrid,86,182.49,170.65,116
Yaris,2016,10491,Automatic,57000,Hybrid,86,191.62,178.19,116
